,subjectID,Behavior20,Behavior21,Behavior22,Behavior23,Behavior24,Behavior25,Behavior26,Behavior27,Behavior28,Behavior29,Behavior30,Behavior31,Behavior32,Behavior33,Behavior34,Behavior35,Behavior64,Fear_of_everyday_situations441,Fear_of_everyday_situations445,Fear_of_everyday_situations447,Fear_of_everyday_situations449,Fear_of_everyday_situations453,Fear_of_everyday_situations454,Fear_of_everyday_situations462,Risk_perception1,Risk_perception10,Risk_perception110,Risk_perception111,Risk_perception112,Risk_perception113,Risk_perception114,Risk_perception115,Risk_perception116,Risk_perception2,Risk_perception3,Risk_perception4,Risk_perception5,Risk_perception6,Risk_perception7,Risk_perception8,Risk_perception9
94,sub0244,0.0,0.0,0.0,0.0,0.0,25.0,79.0,91.0,98.0,100.0,100.0,100.0,100.0,51.0,52.0,52.0,100.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,15,51.0,12.0,3.0,71.0,52.0,54.0,87.0,27.0,55,67,69,54,68.0,84.0,95.0,26.0
95,sub0324,0.0,0.0,0.0,0.0,0.0,11.0,50.0,7.0,10.0,92.0,82.0,70.0,68.0,18.0,72.0,69.0,84.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,12,21.0,14.0,21.0,36.0,24.0,24.0,97.0,50.0,28,29,35,28,39.0,49.0,50.0,20.0
96,sub0455,11.0,0.0,0.0,0.0,0.0,20.0,100.0,0.0,30.0,90.0,100.0,100.0,100.0,51.0,59.0,57.0,100.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,35,47.0,61.0,81.0,60.0,61.0,59.0,64.0,53.0,54,0,30,45,73.0,77.0,53.0,62.0
97,sub0630,25.0,23.0,11.0,3.0,0.0,83.0,97.0,53.0,71.0,95.0,100.0,99.0,99.0,9.0,1.0,1.0,99.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,17,56.0,26.0,20.0,48.0,57.0,74.0,99.0,35.0,15,100,77,15,21.0,28.0,38.0,16.0
98,sub0013,0.0,1.0,0.0,0.0,0.0,35.0,97.0,54.0,51.0,51.0,51.0,100.0,62.0,80.0,79.0,93.0,52.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,58,77.0,93.0,82.0,79.0,85.0,97.0,100.0,30.0,73,74,76,77,52.0,67.0,73.0,92.0
99,sub0265,0.0,0.0,0.0,0.0,0.0,50.0,100.0,49.0,48.0,100.0,100.0,100.0,85.0,1.0,0.0,0.0,100.0,3.0,3.0,3.0,0.0,3.0,4.0,4.0,52,52.0,53.0,76.0,71.0,62.0,65.0,94.0,33.0,76,11,74,65,50.0,60.0,79.0,49.0
100,sub0565,0.0,0.0,0.0,0.0,0.0,49.0,100.0,19.0,77.0,86.0,100.0,100.0,49.0,16.0,99.0,48.0,100.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,0,50.0,0.0,72.0,100.0,0.0,35.0,100.0,0.0,23,65,50,14,81.0,50.0,69.0,100.0
101,sub0196,29.0,15.0,10.0,0.0,0.0,0.0,73.0,53.0,0.0,71.0,100.0,94.0,74.0,40.0,46.0,65.0,86.0,4.0,0.0,4.0,3.0,1.0,0.0,0.0,4,69.0,10.0,44.0,65.0,16.0,35.0,100.0,81.0,18,21,7,33,6.0,16.0,36.0,50.0
102,sub0590,64.0,0.0,0.0,0.0,0.0,39.0,100.0,0.0,0.0,46.0,100.0,100.0,90.0,60.0,85.0,77.0,100.0,2.0,3.0,2.0,2.0,1.0,2.0,0.0,37,58.0,68.0,90.0,99.0,70.0,94.0,99.0,10.0,53,71,98,56,55.0,51.0,74.0,31.0
103,sub0521,25.0,0.0,0.0,0.0,0.0,100.0,70.0,100.0,100.0,100.0,100.0,100.0,100.0,3.0,62.0,85.0,100.0,4.0,3.0,4.0,2.0,2.0,4.0,3.0,23,100.0,6.0,67.0,64.0,73.0,74.0,70.0,44.0,100,74,89,64,65.0,88.0,100.0,87.0
104,sub0252,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,49,78.0,75.0,100.0,81.0,82.0,83.0,100.0,72.0,82,100,50,63,83.0,93.0,100.0,49.0
105,sub0052,30.0,27.0,13.0,13.0,8.0,15.0,75.0,10.0,2.0,78.0,77.0,72.0,76.0,18.0,13.0,16.0,69.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,22,52.0,21.0,17.0,70.0,26.0,17.0,76.0,78.0,22,71,68,38,33.0,27.0,20.0,87.0
106,sub0364,50.0,10.0,0.0,0.0,0.0,51.0,100.0,0.0,0.0,74.0,96.0,90.0,89.0,78.0,78.0,98.0,88.0,1.0,3.0,3.0,1.0,3.0,4.0,3.0,75,80.0,57.0,68.0,62.0,26.0,68.0,53.0,38.0,63,0,11,66,67.0,64.0,51.0,89.0
107,sub0212,5.0,8.0,1.0,0.0,0.0,1.0,96.0,4.0,3.0,49.0,100.0,100.0,45.0,7.0,11.0,7.0,100.0,2.0,1.0,2.0,1.0,0.0,3.0,1.0,14,32.0,19.0,22.0,79.0,70.0,52.0,80.0,5.0,12,30,29,15,17.0,13.0,13.0,29.0
108,sub0573,0.0,0.0,0.0,0.0,0.0,47.0,77.0,92.0,71.0,98.0,50.0,99.0,90.0,51.0,69.0,52.0,68.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,53,58.0,59.0,56.0,61.0,63.0,55.0,77.0,62.0,74,31,43,54,52.0,56.0,55.0,59.0
109,sub0345,3.0,0.0,0.0,0.0,0.0,83.0,86.0,9.0,34.0,50.0,75.0,93.0,91.0,80.0,84.0,81.0,84.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,11,86.0,41.0,24.0,85.0,91.0,96.0,47.0,31.0,5,23,81,63,49.0,23.0,37.0,83.0
110,sub0277,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,6.0,67.0,58.0,0.0,94.0,23.0,33.0,22.0,60.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,50,50.0,73.0,100.0,98.0,81.0,72.0,100.0,1.0,64,83,40,50,53.0,50.0,52.0,100.0
111,sub0078,4.0,9.0,2.0,0.0,0.0,45.0,91.0,90.0,87.0,87.0,88.0,90.0,89.0,90.0,89.0,85.0,90.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,100,87.0,86.0,90.0,91.0,87.0,87.0,89.0,88.0,89,91,88,90,86.0,91.0,89.0,89.0
112,sub0631,10.0,0.0,0.0,0.0,0.0,79.0,85.0,0.0,74.0,81.0,84.0,100.0,67.0,60.0,77.0,67.0,94.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,65,61.0,93.0,86.0,96.0,64.0,75.0,73.0,54.0,68,3,99,69,66.0,67.0,66.0,60.0
113,sub0008,30.0,25.0,22.0,15.0,0.0,2.0,100.0,70.0,62.0,99.0,100.0,99.0,81.0,94.0,96.0,99.0,87.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,66,88.0,36.0,38.0,71.0,72.0,79.0,100.0,81.0,89,92,98,67,78.0,81.0,88.0,72.0
114,sub0497,0.0,0.0,0.0,0.0,0.0,33.0,97.0,34.0,34.0,64.0,83.0,50.0,61.0,61.0,82.0,65.0,91.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,34,50.0,30.0,82.0,69.0,53.0,51.0,71.0,34.0,44,64,82,50,49.0,49.0,62.0,59.0
115,sub0406,0.0,0.0,0.0,0.0,0.0,48.0,75.0,28.0,69.0,79.0,77.0,100.0,99.0,35.0,66.0,38.0,100.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,28,84.0,41.0,81.0,76.0,75.0,79.0,57.0,0.0,96,63,77,42,67.0,80.0,93.0,87.0
116,sub0515,0.0,1.0,0.0,1.0,0.0,49.0,71.0,74.0,73.0,100.0,50.0,51.0,92.0,6.0,55.0,81.0,79.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,49,86.0,92.0,90.0,87.0,85.0,86.0,47.0,18.0,100,100,100,100,51.0,78.0,81.0,88.0
117,sub0518,5.0,0.0,0.0,0.0,0.0,89.0,100.0,76.0,6.0,94.0,100.0,100.0,82.0,31.0,69.0,72.0,100.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,66,70.0,23.0,90.0,87.0,14.0,47.0,82.0,11.0,21,0,90,25,10.0,1.0,0.0,100.0
118,sub0404,0.0,0.0,0.0,0.0,0.0,49.0,68.0,70.0,53.0,61.0,92.0,100.0,73.0,58.0,61.0,73.0,100.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,53,73.0,66.0,59.0,66.0,70.0,74.0,75.0,67.0,63,62,70,63,64.0,70.0,72.0,66.0
119,sub0006,29.0,21.0,9.0,5.0,3.0,16.0,90.0,49.0,50.0,51.0,86.0,87.0,51.0,59.0,76.0,88.0,88.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,42,57.0,40.0,45.0,60.0,31.0,42.0,68.0,53.0,28,21,63,47,52.0,40.0,36.0,23.0
120,sub0548,1.0,0.0,0.0,0.0,0.0,18.0,99.0,1.0,1.0,2.0,99.0,99.0,6.0,5.0,68.0,66.0,99.0,3.0,1.0,4.0,1.0,2.0,0.0,1.0,36,61.0,73.0,5.0,10.0,8.0,65.0,99.0,1.0,4,5,8,27,24.0,23.0,28.0,63.0
121,sub0591,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,68.0,92.0,0.0,65.0,35.0,60.0,93.0,72.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,60,73.0,54.0,57.0,96.0,70.0,82.0,100.0,0.0,64,40,100,68,87.0,100.0,100.0,81.0
122,sub0347,0.0,0.0,0.0,0.0,0.0,0.0,100.0,52.0,55.0,67.0,62.0,72.0,74.0,100.0,100.0,100.0,58.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,84,78.0,73.0,100.0,79.0,100.0,100.0,100.0,0.0,100,82,78,77,80.0,83.0,76.0,100.0
123,sub0488,94.0,88.0,83.0,77.0,71.0,0.0,27.0,97.0,94.0,100.0,90.0,96.0,100.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3.0,0.0,0.0,49.0,1.0,0.0,97.0,70.0,8,21,34,7,22.0,24.0,28.0,0.0
124,sub0230,99.0,99.0,74.0,48.0,32.0,27.0,12.0,0.0,6.0,49.0,55.0,92.0,51.0,21.0,61.0,90.0,64.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0,3.0,4.0,48.0,3.0,4.0,0.0,95.0,68.0,55,57,19,0,0.0,0.0,5.0,12.0
125,sub0251,0.0,0.0,0.0,0.0,0.0,0.0,97.0,78.0,96.0,98.0,96.0,99.0,98.0,53.0,84.0,84.0,98.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,50,90.0,10.0,88.0,70.0,85.0,87.0,66.0,49.0,27,12,70,76,73.0,60.0,50.0,94.0
126,sub0352,11.0,0.0,0.0,0.0,0.0,75.0,91.0,20.0,31.0,100.0,95.0,100.0,100.0,85.0,93.0,91.0,86.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,89,85.0,90.0,100.0,66.0,94.0,68.0,89.0,19.0,100,31,64,51,68.0,50.0,40.0,76.0
127,sub0294,74.0,75.0,77.0,36.0,25.0,14.0,5.0,73.0,42.0,93.0,76.0,83.0,85.0,30.0,43.0,35.0,82.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,41,67.0,15.0,19.0,13.0,17.0,26.0,77.0,81.0,69,45,36,32,27.0,57.0,31.0,41.0
128,sub0095,69.0,4.0,0.0,0.0,0.0,21.0,49.0,53.0,68.0,56.0,66.0,73.0,80.0,86.0,74.0,77.0,72.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,99,95.0,100.0,95.0,98.0,100.0,92.0,100.0,84.0,100,71,55,65,54.0,100.0,100.0,100.0
129,sub0374,0.0,0.0,0.0,0.0,0.0,24.0,100.0,73.0,99.0,99.0,97.0,98.0,82.0,78.0,74.0,84.0,100.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,69,85.0,47.0,26.0,53.0,49.0,57.0,100.0,14.0,78,58,54,60,52.0,75.0,64.0,94.0
130,sub0215,1.0,0.0,0.0,0.0,0.0,87.0,99.0,30.0,23.0,100.0,100.0,100.0,100.0,87.0,36.0,79.0,100.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,62,100.0,17.0,100.0,100.0,66.0,100.0,4.0,36.0,84,21,100,51,49.0,71.0,74.0,79.0
131,sub0055,33.0,0.0,0.0,0.0,0.0,29.0,100.0,66.0,78.0,61.0,100.0,100.0,54.0,72.0,82.0,84.0,100.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,40,72.0,27.0,76.0,100.0,72.0,59.0,100.0,24.0,61,100,100,54,40.0,26.0,45.0,59.0
132,sub0419,0.0,0.0,0.0,0.0,0.0,0.0,100.0,28.0,49.0,83.0,72.0,82.0,85.0,63.0,68.0,72.0,77.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,51,70.0,40.0,67.0,53.0,58.0,62.0,39.0,41.0,65,65,70,44,50.0,50.0,50.0,60.0
133,sub0124,55.0,0.0,0.0,0.0,0.0,50.0,82.0,72.0,21.0,98.0,100.0,100.0,86.0,84.0,95.0,94.0,100.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,29,56.0,71.0,68.0,56.0,39.0,63.0,98.0,39.0,26,0,19,48,47.0,60.0,55.0,61.0
134,sub0584,91.0,34.0,22.0,4.0,0.0,58.0,76.0,5.0,16.0,68.0,90.0,89.0,74.0,56.0,64.0,36.0,85.0,3.0,3.0,3.0,1.0,1.0,0.0,3.0,24,74.0,22.0,84.0,77.0,29.0,72.0,65.0,50.0,59,61,69,25,7.0,21.0,39.0,68.0
135,sub0281,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10.0,0.0,0.0,92.0,100.0,0,0,14,0,8.0,24.0,1.0,0.0
136,sub0604,77.0,21.0,2.0,0.0,0.0,51.0,82.0,67.0,50.0,88.0,95.0,96.0,53.0,22.0,19.0,21.0,77.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,39,41.0,47.0,46.0,62.0,39.0,37.0,93.0,68.0,47,50,49,36,44.0,92.0,73.0,28.0
137,sub0204,56.0,28.0,31.0,15.0,14.0,29.0,61.0,30.0,42.0,72.0,93.0,66.0,53.0,49.0,71.0,70.0,92.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,61,84.0,57.0,90.0,100.0,62.0,74.0,43.0,0.0,83,62,100,65,59.0,70.0,82.0,85.0
138,sub0413,1.0,2.0,0.0,0.0,0.0,3.0,60.0,9.0,51.0,83.0,75.0,80.0,80.0,70.0,75.0,66.0,81.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,67,53.0,67.0,53.0,76.0,62.0,77.0,52.0,30.0,25,73,70,60,65.0,74.0,86.0,64.0
139,sub0387,78.0,31.0,17.0,6.0,0.0,61.0,66.0,5.0,3.0,83.0,99.0,76.0,81.0,66.0,93.0,96.0,70.0,2.0,2.0,4.0,2.0,1.0,3.0,2.0,10,70.0,50.0,86.0,66.0,24.0,14.0,80.0,32.0,82,75,58,18,14.0,9.0,12.0,83.0
140,sub0471,21.0,14.0,3.0,8.0,9.0,5.0,70.0,3.0,5.0,4.0,7.0,16.0,24.0,35.0,94.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,16.0,95.0,86.0,17.0,9.0,5.0,82.0,72.0,14,25,15,75,76.0,96.0,55.0,10.0
141,sub0039,65.0,48.0,32.0,16.0,1.0,1.0,72.0,80.0,83.0,82.0,94.0,97.0,85.0,93.0,98.0,99.0,96.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,59,50.0,37.0,100.0,87.0,71.0,74.0,53.0,38.0,62,74,64,51,43.0,32.0,22.0,50.0
142,sub0596,0.0,0.0,0.0,0.0,0.0,100.0,51.0,54.0,57.0,53.0,55.0,60.0,100.0,0.0,0.0,1.0,59.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,99.0,100.0,0,2,13,1,1.0,0.0,1.0,1.0
143,sub0151,0.0,0.0,0.0,0.0,0.0,65.0,100.0,35.0,9.0,75.0,100.0,100.0,70.0,100.0,100.0,100.0,100.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,61,75.0,88.0,100.0,100.0,66.0,100.0,76.0,27.0,82,0,100,74,75.0,64.0,64.0,100.0
144,sub0445,0.0,0.0,0.0,0.0,0.0,46.0,100.0,63.0,80.0,93.0,100.0,100.0,86.0,96.0,96.0,99.0,100.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,40,63.0,82.0,77.0,99.0,54.0,90.0,96.0,10.0,29,19,95,92,45.0,47.0,47.0,96.0
145,sub0429,1.0,0.0,0.0,0.0,0.0,7.0,94.0,0.0,8.0,77.0,95.0,75.0,66.0,62.0,63.0,64.0,96.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,37,50.0,49.0,72.0,100.0,56.0,56.0,94.0,58.0,25,0,69,49,63.0,66.0,51.0,88.0
146,sub0274,0.0,0.0,0.0,0.0,0.0,64.0,94.0,49.0,53.0,54.0,100.0,100.0,59.0,56.0,56.0,55.0,100.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,68,49.0,56.0,81.0,79.0,72.0,68.0,86.0,78.0,51,0,63,58,59.0,55.0,55.0,48.0
147,sub0100,68.0,0.0,0.0,0.0,0.0,12.0,74.0,9.0,9.0,64.0,84.0,75.0,82.0,63.0,76.0,79.0,77.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,30,30.0,59.0,94.0,71.0,65.0,58.0,79.0,41.0,43,27,43,39,39.0,38.0,41.0,94.0
148,sub0304,0.0,0.0,0.0,0.0,0.0,63.0,88.0,0.0,0.0,65.0,13.0,78.0,1.0,17.0,26.0,16.0,100.0,3.0,3.0,3.0,2.0,1.0,1.0,0.0,54,100.0,27.0,81.0,70.0,90.0,24.0,100.0,11.0,100,100,77,52,26.0,0.0,0.0,20.0
149,sub0002,0.0,0.0,0.0,0.0,0.0,18.0,85.0,18.0,7.0,67.0,95.0,91.0,94.0,75.0,81.0,97.0,86.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,25,72.0,64.0,89.0,100.0,100.0,99.0,99.0,37.0,27,49,77,71,66.0,100.0,100.0,85.0
150,sub0597,0.0,0.0,0.0,0.0,0.0,69.0,100.0,19.0,16.0,36.0,100.0,100.0,17.0,17.0,12.0,9.0,100.0,1.0,3.0,1.0,0.0,3.0,4.0,3.0,53,75.0,90.0,43.0,100.0,33.0,75.0,66.0,0.0,45,82,98,59,76.0,84.0,76.0,95.0
151,sub0541,1.0,0.0,0.0,0.0,0.0,61.0,57.0,52.0,62.0,56.0,57.0,67.0,54.0,71.0,74.0,81.0,64.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,52,64.0,57.0,64.0,72.0,62.0,69.0,71.0,43.0,76,84,79,56,51.0,59.0,58.0,62.0
152,sub0435,0.0,0.0,0.0,0.0,0.0,0.0,88.0,61.0,65.0,84.0,48.0,97.0,78.0,69.0,69.0,79.0,70.0,4.0,3.0,1.0,3.0,3.0,4.0,3.0,27,70.0,0.0,17.0,23.0,14.0,64.0,85.0,1.0,50,37,54,68,54.0,65.0,73.0,14.0
153,sub0462,1.0,0.0,0.0,0.0,0.0,10.0,100.0,45.0,43.0,34.0,100.0,100.0,38.0,16.0,8.0,10.0,100.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,0,55.0,1.0,4.0,100.0,86.0,12.0,100.0,48.0,5,100,100,4,12.0,16.0,16.0,32.0
154,sub0474,40.0,25.0,10.0,2.0,0.0,38.0,37.0,35.0,68.0,60.0,94.0,65.0,33.0,47.0,58.0,66.0,70.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,21,60.0,48.0,53.0,64.0,70.0,64.0,77.0,38.0,55,59,65,37,52.0,60.0,75.0,56.0
155,sub0378,0.0,0.0,0.0,0.0,0.0,64.0,62.0,20.0,49.0,92.0,92.0,91.0,100.0,77.0,84.0,97.0,88.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,25,90.0,54.0,85.0,100.0,100.0,100.0,68.0,27.0,79,100,68,27,39.0,43.0,54.0,77.0
156,sub0561,82.0,32.0,7.0,0.0,0.0,71.0,64.0,93.0,100.0,85.0,98.0,78.0,87.0,100.0,82.0,93.0,88.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,77,62.0,78.0,50.0,82.0,90.0,100.0,38.0,22.0,21,72,69,84,100.0,100.0,100.0,100.0
157,sub0422,65.0,0.0,0.0,0.0,0.0,21.0,77.0,56.0,8.0,81.0,89.0,88.0,79.0,72.0,79.0,74.0,92.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,64,72.0,46.0,49.0,58.0,52.0,68.0,34.0,3.0,80,80,74,82,72.0,48.0,58.0,70.0
158,sub0278,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,61.0,100.0,65.0,67.0,47.0,81.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,48,100.0,85.0,60.0,89.0,100.0,100.0,95.0,20.0,91,75,65,100,23.0,80.0,94.0,100.0
159,sub0638,0.0,0.0,0.0,0.0,0.0,13.0,50.0,0.0,0.0,0.0,62.0,52.0,53.0,52.0,54.0,53.0,55.0,3.0,3.0,3.0,3.0,1.0,4.0,2.0,51,50.0,49.0,51.0,80.0,60.0,50.0,53.0,50.0,93,95,88,50,49.0,50.0,51.0,49.0
160,sub0357,4.0,2.0,0.0,0.0,0.0,40.0,13.0,16.0,10.0,83.0,92.0,84.0,85.0,4.0,4.0,7.0,86.0,0.0,1.0,3.0,0.0,1.0,0.0,2.0,11,23.0,7.0,15.0,20.0,32.0,24.0,83.0,31.0,20,37,21,29,30.0,39.0,54.0,8.0
161,sub0426,0.0,0.0,0.0,0.0,0.0,48.0,23.0,20.0,14.0,70.0,100.0,80.0,70.0,65.0,65.0,73.0,69.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,75,81.0,65.0,42.0,71.0,72.0,69.0,53.0,13.0,86,100,86,78,81.0,82.0,69.0,84.0
162,sub0195,1.0,1.0,1.0,1.0,0.0,24.0,98.0,98.0,97.0,95.0,100.0,99.0,99.0,67.0,90.0,82.0,100.0,4.0,1.0,4.0,3.0,1.0,4.0,4.0,77,37.0,75.0,100.0,76.0,24.0,92.0,84.0,66.0,47,47,87,96,100.0,99.0,98.0,95.0
163,sub0420,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,31.0,43.0,52.0,100.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,27,54.0,31.0,100.0,100.0,29.0,42.0,100.0,67.0,37,0,100,51,43.0,36.0,35.0,100.0
164,sub0040,67.0,61.0,30.0,11.0,0.0,1.0,95.0,0.0,0.0,54.0,99.0,99.0,21.0,6.0,9.0,1.0,100.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,28,46.0,20.0,24.0,91.0,12.0,29.0,85.0,25.0,22,13,65,36,82.0,79.0,79.0,63.0
165,sub0080,15.0,0.0,0.0,0.0,0.0,47.0,62.0,41.0,41.0,73.0,90.0,84.0,79.0,63.0,81.0,67.0,75.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,32,57.0,39.0,32.0,28.0,46.0,41.0,64.0,41.0,63,47,43,34,30.0,39.0,59.0,56.0
166,sub0502,0.0,0.0,0.0,0.0,0.0,32.0,70.0,62.0,60.0,64.0,58.0,61.0,70.0,67.0,71.0,71.0,60.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,87,83.0,80.0,85.0,87.0,89.0,85.0,90.0,38.0,99,93,90,92,76.0,72.0,89.0,39.0
167,sub0243,100.0,82.0,86.0,52.0,12.0,72.0,5.0,0.0,0.0,17.0,48.0,68.0,48.0,28.0,26.0,27.0,80.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,20,10.0,74.0,73.0,75.0,58.0,74.0,49.0,63.0,61,86,64,9,6.0,13.0,22.0,94.0
168,sub0411,0.0,1.0,1.0,1.0,0.0,60.0,53.0,35.0,47.0,98.0,100.0,99.0,100.0,99.0,100.0,100.0,99.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,73,98.0,97.0,98.0,92.0,99.0,97.0,97.0,34.0,100,100,100,100,96.0,100.0,100.0,100.0
169,sub0279,0.0,0.0,0.0,0.0,1.0,0.0,83.0,63.0,68.0,87.0,97.0,76.0,77.0,70.0,70.0,45.0,78.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,80,49.0,100.0,100.0,68.0,88.0,82.0,68.0,19.0,51,66,64,94,60.0,48.0,44.0,83.0
170,sub0409,0.0,0.0,0.0,0.0,0.0,69.0,83.0,60.0,55.0,97.0,90.0,51.0,97.0,80.0,82.0,84.0,82.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,48,98.0,81.0,97.0,100.0,74.0,70.0,51.0,30.0,70,50,95,58,66.0,62.0,61.0,100.0
171,sub0384,12.0,10.0,4.0,6.0,9.0,10.0,92.0,20.0,90.0,88.0,57.0,89.0,92.0,4.0,8.0,2.0,78.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,26,86.0,88.0,84.0,92.0,90.0,92.0,99.0,86.0,82,100,100,47,70.0,85.0,100.0,89.0
172,sub0510,85.0,100.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,17.0,14.0,62.0,82.0,100.0,3.0,1.0,3.0,2.0,1.0,1.0,0.0,100,50.0,0.0,0.0,100.0,0.0,0.0,100.0,78.0,0,100,100,79,77.0,84.0,64.0,17.0
173,sub0446,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,66.0,22.0,9.0,67.0,0.0,0.0,1.0,24.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,20,100.0,17.0,53.0,52.0,53.0,51.0,42.0,0.0,11,29,77,2,50.0,83.0,80.0,100.0
174,sub0503,40.0,2.0,0.0,0.0,0.0,77.0,86.0,56.0,40.0,76.0,83.0,92.0,71.0,85.0,92.0,94.0,83.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,70,54.0,67.0,99.0,79.0,70.0,68.0,84.0,32.0,51,9,57,91,58.0,55.0,63.0,75.0
175,sub0084,0.0,0.0,0.0,0.0,0.0,55.0,100.0,54.0,0.0,56.0,79.0,67.0,61.0,47.0,65.0,78.0,88.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,53,66.0,41.0,19.0,54.0,30.0,60.0,95.0,42.0,32,0,34,53,32.0,58.0,64.0,71.0
176,sub0415,0.0,0.0,0.0,0.0,0.0,39.0,84.0,4.0,45.0,75.0,98.0,98.0,66.0,45.0,49.0,32.0,96.0,2.0,0.0,2.0,2.0,1.0,4.0,2.0,7,42.0,75.0,82.0,85.0,61.0,67.0,86.0,8.0,61,69,58,46,41.0,60.0,62.0,28.0
177,sub0397,22.0,0.0,0.0,0.0,0.0,0.0,100.0,19.0,0.0,99.0,100.0,100.0,59.0,0.0,81.0,65.0,100.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,12,50.0,19.0,87.0,0.0,0.0,83.0,100.0,31.0,0,0,0,52,28.0,19.0,21.0,76.0
